As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
10/09/2020,7,7,3,"Sister, Sister",TV Show,,"Sep 1, 2020",9,49
10/09/2020,8,6,4,Due Date,Movie,,"Sep 1, 2020",9,48
13/09/2020,1,1,2,Away,TV Show,Yes,"Sep 4, 2020",9,86
18/09/2020,9,8,4,Get Organized with The Home…,TV Show,Yes,"Sep 9, 2020",9,49
19/09/2020,9,6,9,The Social Dilemma,Movie,Yes,"Sep 9, 2020",9,41
20/09/2020,10,10,2,Pets United,Movie,Yes,"Sep 11, 2020",9,53
25/09/2020,5,5,3,The Smurfs 2,Movie,,"Sep 15, 2020",9,61
26/09/2020,6,6,5,The Take,Movie,,"Sep 16, 2020",9,57
27/09/2020,2,2,1,Ratched,TV Show,Yes,"Sep 18, 2020",9,88
27/09/2020,4,4,2,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",9,73
02/10/2020,4,4,2,Enola Holmes,Movie,Yes,"Sep 23, 2020",9,78
09/10/2020,2,2,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",9,88
11/10/2020,3,3,2,Emily in Paris,TV Show,Yes,"Oct 2, 2020",9,75
12/10/2020,6,5,3,Schittâs Creek,TV Show,,"Jan 24, 2017",9,61
13/10/2020,8,8,5,Evil,TV Show,,"Oct 1, 2020",9,37
16/10/2020,2,2,1,Hubie Halloween,Movie,Yes,"Oct 7, 2020",9,84
18/10/2020,1,1,1,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",9,89
29/10/2020,7,7,8,Grand Army,TV Show,Yes,"Oct 16, 2020",9,30
01/11/2020,2,2,1,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",9,77
01/11/2020,7,4,3,Over the Moon,Movie,Yes,"Oct 23, 2020",9,64
01/11/2020,10,7,5,Barbarians,TV Show,Yes,"Oct 23, 2020",9,56
06/11/2020,5,4,1,Holidate,Movie,Yes,"Oct 28, 2020",9,81
07/11/2020,6,-,3,The Great British Baking Show,TV Show,,"Oct 3, 2015",9,33
11/11/2020,8,7,3,Knock Knock,Movie,,"Nov 1, 2020",9,58
12/11/2020,5,4,3,Mile 22,Movie,,"Nov 1, 2020",9,59
13/11/2020,5,4,6,Chappelle's Show,TV Show,,"Nov 1, 2020",9,50
14/11/2020,4,4,3,The Impossible,Movie,,"Nov 1, 2020",9,66
19/11/2020,8,8,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",9,32
21/11/2020,7,6,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",9,35
24/11/2020,1,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",9,90
25/11/2020,7,5,4,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",9,56
26/11/2020,7,5,2,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",9,70
04/12/2020,8,6,1,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",9,73
06/12/2020,3,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",9,85
08/12/2020,8,8,9,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",9,20
13/12/2020,6,4,1,Selena: The Series,TV Show,Yes,"Dec 4, 2020",9,81
13/12/2020,7,3,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",9,74
16/12/2020,4,3,3,Ava,Movie,,"Dec 7, 2020",9,75
18/12/2020,3,2,4,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",9,72
24/12/2020,6,4,3,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",9,66
25/12/2020,8,-,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",9,37
31/12/2020,7,7,2,After We Collided,Movie,,"Dec 22, 2020",9,59
01/01/2021,5,4,1,The Midnight Sky,Movie,Yes,"Dec 23, 2020",9,77
03/01/2021,2,2,2,Bridgerton,TV Show,Yes,"Dec 25, 2020",9,85
03/01/2021,5,5,3,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",9,70
09/01/2021,10,7,3,Chilling Adventures of Sabrina,TV Show,Yes,"Oct 26, 2018",9,54
15/01/2021,9,9,9,Gabby's Dollhouse,TV Show,Yes,"Jan 5, 2021",9,23
17/01/2021,4,4,3,Lupin,TV Show,Yes,"Jan 8, 2021",9,67
19/01/2021,5,4,4,L.A.'s Finest,TV Show,,"Jan 5, 2021",9,52
22/01/2021,2,1,1,Night Stalker: The Hunt for…,TV Show,Yes,"Jan 13, 2021",9,84
24/01/2021,8,8,1,Outside the Wire,Movie,Yes,"Jan 15, 2021",9,69
24/01/2021,9,7,5,Henry Danger,TV Show,,"Jan 15, 2021",9,44
29/01/2021,4,4,5,Homefront,Movie,,"Jan 18, 2021",9,65
29/01/2021,7,9,10,The Vanished,Movie,,"Jan 15, 2021",9,19
30/01/2021,9,6,-,Jenni Rivera: Mariposa de B…,TV Show,,"Jan 1, 2021",9,27
31/01/2021,6,2,1,Fate: The Winx Saga,TV Show,Yes,"Jan 22, 2021",9,84
03/02/2021,9,6,2,The Next Three Days,Movie,,"Jan 22, 2021",9,60
05/02/2021,6,7,5,"Go, Dog, Go",TV Show,Yes,"Jan 26, 2021",9,38
07/02/2021,6,8,2,Finding âOhana,Movie,Yes,"Jan 29, 2021",9,57
07/02/2021,7,9,3,The Dig,Movie,Yes,"Jan 29, 2021",9,54
12/02/2021,2,2,1,Firefly Lane,TV Show,Yes,"Feb 3, 2021",9,88
15/02/2021,6,6,2,The Sinner,TV Show,,"Jul 2, 2018",9,63
17/02/2021,2,2,2,iCarly,TV Show,,"Feb 8, 2021",9,73
19/02/2021,4,2,1,Crime Scene: The Vanishing …,TV Show,Yes,"Feb 10, 2021",9,85
24/02/2021,10,10,5,The Crew,TV Show,Yes,"Feb 15, 2021",9,35
25/02/2021,3,3,1,Good Girls,TV Show,,"Jan 1, 2019",9,75
26/02/2021,3,2,1,Behind Her Eyes,TV Show,Yes,"Feb 17, 2021",9,77
28/02/2021,3,3,1,I Care a Lot.,Movie,Yes,"Feb 19, 2021",9,85
05/03/2021,1,1,1,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",9,86
07/03/2021,5,5,2,Bigfoot Family,Movie,Yes,"Feb 26, 2021",9,72
12/03/2021,9,6,2,Murder Among the Mormons,TV Show,Yes,"Mar 3, 2021",9,70
22/03/2021,3,1,1,Yes Day,Movie,Yes,"Mar 12, 2021",9,88
22/03/2021,8,6,3,The One,TV Show,Yes,"Mar 12, 2021",9,56
25/03/2021,8,5,4,Savages,Movie,,"Mar 16, 2021",9,57
26/03/2021,5,3,7,Operation Varsity Blues,Movie,Yes,"Mar 17, 2021",9,60
27/03/2021,5,3,2,Deadly Illusions,Movie,Yes,"Mar 18, 2021",9,77
04/04/2021,1,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",9,86
05/04/2021,7,4,1,Bad Trip,Movie,,"Mar 26, 2021",9,78
11/04/2021,8,8,2,Concrete Cowboy,Movie,Yes,"Apr 2, 2021",9,59
12/04/2021,5,5,6,The Serpent,TV Show,Yes,"Apr 2, 2021",9,56
14/04/2021,10,10,7,Sniper: Ghost Shooter,Movie,,"Apr 1, 2021",9,21
17/04/2021,10,10,3,This is a Robbery: The Worl…,TV Show,Yes,"Apr 7, 2021",9,59
18/04/2021,3,3,1,Thunder Force,Movie,Yes,"Apr 9, 2021",9,84
21/04/2021,8,9,5,"Nicky, Ricky, Dicky & Dawn",TV Show,,"Apr 12, 2021",9,25
23/04/2021,1,1,4,The Circle US,TV Show,Yes,"Jan 1, 2020",9,64
23/04/2021,8,5,1,Dad Stop Embarrassing Me!,TV Show,Yes,"Apr 14, 2021",9,70
24/04/2021,4,2,5,The Baker and the Beauty,TV Show,,"Apr 13, 2021",9,71
26/04/2021,7,7,1,Synchronic,Movie,,"Apr 16, 2021",9,64
01/05/2021,7,6,2,Stowaway,Movie,Yes,"Apr 22, 2021",9,70
01/05/2021,9,8,6,Life in Color with David At…,TV Show,Yes,"Apr 22, 2021",9,54
02/05/2021,2,2,1,Shadow and Bone,TV Show,Yes,"Apr 23, 2021",9,88
09/05/2021,2,3,1,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",9,86
10/05/2021,8,7,4,Madagascar 3: Europe's Most…,Movie,,"May 1, 2021",9,53
16/05/2021,3,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",9,85
18/05/2021,8,8,6,StartUp,TV Show,,"May 4, 2021",9,46
21/05/2021,3,3,1,The Upshaws,TV Show,Yes,"May 12, 2021",9,80
23/05/2021,3,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",9,84
30/05/2021,4,4,1,Army of the Dead,Movie,Yes,"May 21, 2021",9,83
03/06/2021,4,4,2,Home,Movie,,"May 25, 2021",9,75
06/06/2021,5,4,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",9,74
09/06/2021,4,4,3,Dirty John,TV Show,,"Nov 25, 2019",9,67
11/06/2021,7,6,5,2 Hearts,Movie,,"Jun 2, 2021",9,55
13/06/2021,2,1,1,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",9,88
18/06/2021,4,4,-,Workinâ Moms,TV Show,Yes,"Feb 22, 2019",9,48
18/06/2021,9,-,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",9,39
19/06/2021,2,1,2,Manifest,TV Show,,"Jun 10, 2021",9,86
20/06/2021,3,3,3,Wish Dragon,Movie,Yes,"Jun 11, 2021",9,75
27/06/2021,3,3,1,Fatherhood,Movie,Yes,"Jun 18, 2021",9,84
04/07/2021,3,2,4,Sex/Life,TV Show,Yes,"Jun 25, 2021",9,68
04/07/2021,5,5,1,The Ice Road,Movie,Yes,"Jun 25, 2021",9,74
11/07/2021,7,8,2,Fear Street Part 1: 1994,Movie,Yes,"Jul 2, 2021",9,54
12/07/2021,9,10,4,Mother's Day,Movie,,"Jul 1, 2021",9,44
23/07/2021,8,6,5,Heist,TV Show,Yes,"Jul 14, 2021",9,48
27/07/2021,9,10,6,The Twilight Saga: New Moon,Movie,,"Jul 16, 2021",9,35
28/07/2021,10,8,7,The Twilight Saga: Breaking…,Movie,,"Jul 16, 2021",9,30
01/08/2021,10,9,1,Blood Red Sky,Movie,Yes,"Jul 23, 2021",9,62
09/08/2021,7,8,6,The Vault,Movie,,"Jul 31, 2021",9,49
12/08/2021,9,9,6,Top Secret UFO Projects: De…,TV Show,Yes,"Aug 3, 2021",9,36
13/08/2021,8,5,3,Cocaine Cowboys: The Kings …,TV Show,Yes,"Aug 4, 2021",9,57
15/08/2021,3,2,2,Vivo,Movie,Yes,"Aug 6, 2021",9,80
15/08/2021,7,7,5,Hit & Run,TV Show,Yes,"Aug 6, 2021",9,53
21/08/2021,10,8,1,The Kissing Booth 3,Movie,Yes,"Aug 11, 2021",9,60
22/08/2021,10,9,5,Grace and Frankie,TV Show,Yes,"May 8, 2015",9,37
25/08/2021,10,10,9,Bake Squad,TV Show,Yes,"Aug 11, 2021",9,21
29/08/2021,4,5,1,Sweet Girl,Movie,Yes,"Aug 20, 2021",9,82
29/08/2021,7,7,2,The Loud House Movie,Movie,Yes,"Aug 20, 2021",9,65
03/09/2021,1,1,1,Clickbait,TV Show,Yes,"Aug 25, 2021",9,85
05/09/2021,8,8,1,Heâs All That,Movie,Yes,"Aug 27, 2021",9,69
10/09/2021,2,2,3,Turning Point: 9/11 and the…,TV Show,Yes,"Sep 1, 2021",9,70
13/09/2021,9,6,8,Sharkdog,TV Show,Yes,"Sep 3, 2021",9,29
19/09/2021,5,5,1,Kate,Movie,Yes,"Sep 10, 2021",9,76
26/09/2021,7,3,1,Sex Education,TV Show,Yes,"Jan 11, 2019",9,79
27/09/2021,1,1,2,Squid Game,TV Show,Yes,"Sep 17, 2021",9,81
30/09/2021,8,-,5,Safe House,Movie,,"Sep 16, 2021",9,58
03/10/2021,5,5,4,My Little Pony: A New Gener…,Movie,Yes,"Sep 24, 2021",9,58
03/10/2021,10,-,6,Grown Ups,Movie,,"Sep 20, 2021",9,48
04/10/2021,4,4,3,Midnight Mass,TV Show,Yes,"Sep 24, 2021",9,69
10/10/2021,2,2,3,Maid,TV Show,Yes,"Oct 1, 2021",9,75
10/10/2021,5,5,2,The Guilty,Movie,Yes,"Oct 1, 2021",9,64
12/10/2021,4,4,2,On My Block,TV Show,Yes,"Mar 16, 2018",9,64
12/10/2021,10,-,-,The Blacklist,TV Show,,"Sep 15, 2014",9,25
15/10/2021,4,4,4,Dave Chappelle: The Closer,Stand-Up Comedy,Yes,"Oct 5, 2021",9,68
21/10/2021,9,8,-,In the Dark,TV Show,,"Jul 5, 2019",9,15
24/10/2021,1,1,1,You,TV Show,,"Dec 26, 2018",9,90
31/10/2021,8,5,4,Locke & Key,TV Show,Yes,"Feb 7, 2020",9,60
01/11/2021,7,6,6,Maya and the Three,TV Show,Yes,"Oct 22, 2021",9,36
07/11/2021,9,10,2,Army of Thieves,Movie,Yes,"Oct 29, 2021",9,57
10/11/2021,10,9,5,21 Jump Street,Movie,,"Nov 1, 2021",9,41
12/11/2021,4,4,1,The Harder They Fall,Movie,Yes,"Nov 3, 2021",9,78
14/11/2021,2,2,2,Love Hard,Movie,Yes,"Nov 5, 2021",9,86
14/11/2021,6,4,5,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",9,60
21/11/2021,1,1,1,Red Notice,Movie,Yes,"Nov 12, 2021",9,89
26/11/2021,4,3,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",9,38
26/11/2021,7,6,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",9,52
28/11/2021,8,7,3,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",9,65
03/12/2021,2,2,1,True Story,TV Show,Yes,"Nov 24, 2021",9,88
10/12/2021,2,2,1,Lost in Space,TV Show,Yes,"Apr 13, 2018",9,83
19/12/2021,2,2,1,The Unforgivable,Movie,Yes,"Dec 10, 2021",9,88
19/12/2021,5,5,4,Back to the Outback,Movie,Yes,"Dec 10, 2021",9,58
20/12/2021,7,6,2,The Shack,Movie,,"Dec 10, 2021",9,66
21/12/2021,1,1,6,The Witcher,TV Show,Yes,"Dec 20, 2019",9,64
23/12/2021,8,-,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",9,26
23/12/2021,9,7,-,Twentysomethings: Austin,TV Show,Yes,"Dec 10, 2021",9,26
24/12/2021,9,7,3,Selling Tampa,TV Show,Yes,"Dec 15, 2021",9,56
26/12/2021,8,8,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",9,25
02/01/2022,2,2,1,Donât Look Up,Movie,Yes,"Dec 24, 2021",9,88
09/01/2022,2,2,6,Stay Close,TV Show,Yes,"Dec 31, 2021",9,71
21/01/2022,4,3,1,Cheer,TV Show,Yes,"Jan 8, 2020",9,82
22/01/2022,10,7,2,Brazen,Movie,Yes,"Jan 13, 2022",9,60
23/01/2022,2,2,3,Archive 81,TV Show,Yes,"Jan 14, 2022",9,83
31/01/2022,8,8,8,That Girl Lay Lay,TV Show,,"Jan 21, 2022",9,17
06/02/2022,2,2,3,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",9,79
06/02/2022,4,4,1,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",9,81
06/02/2022,8,8,5,In From the Cold,TV Show,Yes,"Jan 28, 2022",9,49
06/02/2022,9,9,4,Home Team,Movie,Yes,"Jan 28, 2022",9,40
10/02/2022,5,5,1,Raising Dion,TV Show,Yes,"Oct 4, 2019",9,68
10/02/2022,7,7,6,Despicable Me 2,Movie,,"Feb 1, 2022",9,37
11/02/2022,3,6,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",9,35
11/02/2022,5,4,5,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",9,50
20/02/2022,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",9,90
27/02/2022,9,9,5,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",9,38
01/03/2022,10,8,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",9,48
06/03/2022,5,5,2,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",9,76
06/03/2022,7,7,1,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",9,65
10/03/2022,5,4,1,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",9,76
10/03/2022,9,7,7,Shrek 2,Movie,,"Mar 1, 2022",9,31
04/04/2020,2,2,2,Ozark,TV Show,Yes,"Jul 21, 2017",8,72
09/04/2020,9,9,4,Nailed It!,TV Show,Yes,"Mar 9, 2018",8,30
11/04/2020,5,5,3,Money Heist,TV Show,Yes,"Dec 20, 2017",8,49
11/04/2020,8,7,5,Coffee & Kareem,Movie,Yes,"Apr 3, 2020",8,51
12/04/2020,4,3,9,Angel Has Fallen,Movie,,"Apr 4, 2020",8,51
14/04/2020,7,8,7,The Big Show Show,TV Show,Yes,"Apr 6, 2020",8,47
19/04/2020,8,7,7,Code 8,Movie,,"Apr 11, 2020",8,49
23/04/2020,2,2,6,Outer Banks,TV Show,Yes,"Apr 15, 2020",8,63
24/04/2020,6,5,1,Despicable Me,Movie,,"Apr 16, 2020",8,67
25/04/2020,4,3,5,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",8,69
25/04/2020,10,8,6,#blackAF,TV Show,Yes,"Apr 17, 2020",8,35
26/04/2020,4,5,9,Waco,TV Show,,"Apr 16, 2020",8,48
30/04/2020,6,5,4,The Willoughbys,Movie,Yes,"Apr 22, 2020",8,58
02/05/2020,4,4,1,Extraction,Movie,Yes,"Apr 24, 2020",8,73
04/05/2020,9,10,7,The Last Kingdom,TV Show,,"Jul 10, 2016",8,39
05/05/2020,4,5,6,Never Have I Ever,TV Show,Yes,"Apr 27, 2020",8,65
08/05/2020,9,6,2,Dangerous Lies,Movie,Yes,"Apr 30, 2020",8,62
10/05/2020,4,3,6,Hollywood,TV Show,Yes,"May 1, 2020",8,63
10/05/2020,7,9,7,Den of Thieves,Movie,,"May 1, 2020",8,28
16/05/2020,2,2,1,Dead to Me,TV Show,Yes,"May 3, 2019",8,78
18/05/2020,9,7,3,John Henry,Movie,,"May 9, 2020",8,50
21/05/2020,5,2,2,The Wrong Missy,Movie,Yes,"May 13, 2020",8,73
22/05/2020,3,3,3,Riverdale,TV Show,,"May 19, 2017",8,64
23/05/2020,8,7,5,White Lines,TV Show,Yes,"May 15, 2020",8,40
26/05/2020,2,2,1,Avatar: The Last Airbender,TV Show,,"May 15, 2020",8,77
27/05/2020,2,1,5,Sweet Magnolias,TV Show,Yes,"May 19, 2020",8,72
28/05/2020,9,9,6,The Flash,TV Show,,"Oct 6, 2015",8,27
30/05/2020,9,9,10,Just Go With It,Movie,,"May 22, 2020",8,31
01/06/2020,9,10,8,History 101,TV Show,Yes,"May 22, 2020",8,28
02/06/2020,5,4,3,Uncut Gems,Movie,,"May 25, 2020",8,65
04/06/2020,2,2,1,Jeffrey Epstein: Filthy Rich,TV Show,Yes,"May 27, 2020",8,74
06/06/2020,2,1,1,Space Force,TV Show,Yes,"May 29, 2020",8,79
10/06/2020,6,6,3,Fuller House,TV Show,Yes,"Feb 26, 2016",8,51
12/06/2020,8,8,9,Cloudy with a Chance of Mea…,Movie,,"Dec 2, 2018",8,26
13/06/2020,2,1,1,13 Reasons Why,TV Show,Yes,"Mar 31, 2017",8,79
14/06/2020,10,9,6,Queer Eye,TV Show,Yes,"Feb 7, 2018",8,37
15/06/2020,2,2,4,365 Days,Movie,Yes,"Jul 7, 2020",8,71
26/06/2020,2,2,3,The Order,TV Show,Yes,"Mar 7, 2019",8,68
27/06/2020,1,1,1,Floor is Lava,TV Show,Yes,"Jun 19, 2020",8,80
27/06/2020,8,5,5,Feel the Beat,Movie,Yes,"Jun 19, 2020",8,45
28/06/2020,6,5,9,The Nut Job,Movie,,"Aug 13, 2014",8,48
01/07/2020,10,10,7,Love,Movie,,"Feb 4, 2016",8,23
04/07/2020,9,8,2,Eurovision Song Contest: Th…,Movie,Yes,"Jun 26, 2020",8,58
09/07/2020,1,1,1,Unsolved Mysteries,TV Show,Yes,"Jul 1, 2020",8,80
09/07/2020,9,6,3,Patriots Day,Movie,,"Jul 1, 2020",8,52
09/07/2020,10,8,9,The Town,Movie,,"Jul 1, 2020",8,30
10/07/2020,3,2,4,Warrior Nun,TV Show,Yes,"Jul 2, 2020",8,69
11/07/2020,7,4,4,The Baby-Sitters Club,TV Show,Yes,"Jul 3, 2020",8,57
11/07/2020,8,5,7,Desperados,Movie,Yes,"Jul 3, 2020",8,44
15/07/2020,3,3,10,Dr. Seussâ The Lorax,Movie,,"Jul 7, 2020",8,57
18/07/2020,3,2,1,The Old Guard,Movie,Yes,"Jul 10, 2020",8,77
18/07/2020,5,4,6,Down to Earth with Zac Efron,TV Show,Yes,"Jul 10, 2020",8,59
23/07/2020,4,4,7,Dark Desire,TV Show,Yes,"Jul 15, 2020",8,41
24/07/2020,10,5,1,Fatal Affair,Movie,Yes,"Jul 16, 2020",8,61
25/07/2020,3,2,2,Cursed,TV Show,Yes,"Jul 17, 2020",8,76
27/07/2020,3,4,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",8,64
30/07/2020,7,6,3,Fear City: New York vs. The…,TV Show,Yes,"Jul 22, 2020",8,62
01/08/2020,3,2,1,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",8,76
01/08/2020,4,3,7,Animal Crackers,Movie,Yes,"Jul 24, 2020",8,50
03/08/2020,2,2,5,Shameless,TV Show,,"Jun 30, 2016",8,71
08/08/2020,1,1,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",8,80
13/08/2020,3,3,3,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",8,68
13/08/2020,8,10,8,Dennis the Menace,Movie,,"Aug 1, 2020",8,24
14/08/2020,5,4,3,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",8,57
18/08/2020,6,3,2,The Lost Husband,Movie,,"Aug 10, 2020",8,69
20/08/2020,5,5,10,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",8,45
22/08/2020,2,1,1,Project Power,Movie,Yes,"Aug 14, 2020",8,79
22/08/2020,3,2,5,The Legend of Korra,TV Show,,"Aug 14, 2020",8,68
22/08/2020,9,4,9,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",8,43
27/08/2020,9,5,10,Drunk Parents,Movie,,"Aug 17, 2020",8,43
29/08/2020,2,1,1,Lucifer,TV Show,,"Dec 15, 2018",8,79
30/08/2020,10,6,9,Hoops,TV Show,Yes,"Aug 21, 2020",8,42
04/09/2020,10,8,9,Cocomelon,TV Show,,"Jun 1, 2020",8,21
05/09/2020,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",8,80
09/09/2020,5,5,2,The Smurfs,Movie,,"Sep 1, 2020",8,60
09/09/2020,6,4,10,Due Date,Movie,,"Sep 1, 2020",8,45
09/09/2020,7,7,3,"Sister, Sister",TV Show,,"Sep 1, 2020",8,45
11/09/2020,7,5,3,"Love, Guaranteed",Movie,Yes,"Sep 3, 2020",8,59
12/09/2020,1,1,4,Away,TV Show,Yes,"Sep 4, 2020",8,76
17/09/2020,8,5,4,Get Organized with The Home…,TV Show,Yes,"Sep 9, 2020",8,47
18/09/2020,6,4,9,The Social Dilemma,Movie,Yes,"Sep 9, 2020",8,39
19/09/2020,10,8,4,Pets United,Movie,Yes,"Sep 11, 2020",8,52
24/09/2020,5,4,6,The Smurfs 2,Movie,,"Sep 15, 2020",8,55
25/09/2020,6,4,10,The Take,Movie,,"Sep 16, 2020",8,52
26/09/2020,2,1,1,Ratched,TV Show,Yes,"Sep 18, 2020",8,79
26/09/2020,4,4,2,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",8,66
30/09/2020,9,10,6,The Blacklist,TV Show,,"Sep 15, 2014",8,24
01/10/2020,4,3,2,Enola Holmes,Movie,Yes,"Sep 23, 2020",8,71
08/10/2020,2,1,1,American Murder: The Family…,Movie,Yes,"Sep 30, 2020",8,79
10/10/2020,3,3,4,Emily in Paris,TV Show,Yes,"Oct 2, 2020",8,67
11/10/2020,5,5,5,Schittâs Creek,TV Show,,"Jan 24, 2017",8,56
12/10/2020,8,9,5,Evil,TV Show,,"Oct 1, 2020",8,34
14/10/2020,9,6,6,American Pie Presents: Girl…,Movie,,"Oct 6, 2020",8,40
15/10/2020,2,2,1,Hubie Halloween,Movie,Yes,"Oct 7, 2020",8,75
16/10/2020,6,5,6,The 100,TV Show,,"Oct 22, 2014",8,41
17/10/2020,1,1,2,The Haunting of Bly Manor,TV Show,Yes,"Oct 9, 2020",8,79
28/10/2020,7,7,10,Grand Army,TV Show,Yes,"Oct 16, 2020",8,26
29/10/2020,10,8,4,My Next Guest Needs No Intr…,TV Show,Yes,"Jan 12, 2018",8,45
31/10/2020,2,2,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",8,68
31/10/2020,3,-,8,The Great British Baking Show,TV Show,,"Oct 3, 2015",8,28
31/10/2020,4,5,3,Over the Moon,Movie,Yes,"Oct 23, 2020",8,60
31/10/2020,7,4,6,Barbarians,TV Show,Yes,"Oct 23, 2020",8,55
05/11/2020,4,2,1,Holidate,Movie,Yes,"Oct 28, 2020",8,75
10/11/2020,7,5,3,Knock Knock,Movie,,"Nov 1, 2020",8,55
11/11/2020,4,5,7,Mile 22,Movie,,"Nov 1, 2020",8,53
12/11/2020,4,3,8,Chappelle's Show,TV Show,,"Nov 1, 2020",8,44
13/11/2020,4,3,10,The Impossible,Movie,,"Nov 1, 2020",8,59
18/11/2020,8,5,9,Illumination Presents The G…,Movie,,"Jun 5, 2019",8,29
20/11/2020,6,5,-,The Boss Baby: Back in Busi…,TV Show,Yes,"Apr 6, 2018",8,31
23/11/2020,1,1,1,The Crown,TV Show,Yes,"Nov 4, 2016",8,80
23/11/2020,10,10,3,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",8,34
24/11/2020,5,5,3,Cloudy with a Chance of Mea…,Movie,,"Nov 15, 2020",8,52
25/11/2020,5,3,2,Kevin Hart: Zero F**ks Given,Stand-Up Comedy,Yes,"Nov 17, 2020",8,66
03/12/2020,6,3,1,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",8,70
05/12/2020,3,1,2,Virgin River,TV Show,Yes,"Dec 6, 2019",8,77
07/12/2020,8,7,10,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",8,17
09/12/2020,9,4,6,Peppermint,Movie,,"Dec 1, 2020",8,53
12/12/2020,3,3,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",8,70
12/12/2020,4,2,1,Selena: The Series,TV Show,Yes,"Dec 4, 2020",8,76
15/12/2020,3,1,7,Ava,Movie,,"Dec 7, 2020",8,68
17/12/2020,2,2,6,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",8,64
22/12/2020,8,3,1,A California Christmas,Movie,Yes,"Dec 14, 2020",8,69
23/12/2020,4,3,3,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",8,61
26/12/2020,7,5,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",8,23
30/12/2020,7,5,1,After We Collided,Movie,,"Dec 22, 2020",8,55
31/12/2020,4,4,1,The Midnight Sky,Movie,Yes,"Dec 23, 2020",8,71
02/01/2021,2,1,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",8,76
02/01/2021,5,3,4,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",8,64
04/01/2021,9,7,6,Death to 2020,Movie,Yes,"Dec 27, 2020",8,50
